0,-0.629447372786358,0
0.005,-0.629447372786358,-7.45674695697736e-06
0.01,-0.629447372786358,-2.71615872705818e-05
0.015,-0.629447372786358,-5.35246289087662e-05
0.02,-0.629447372786358,-8.02725452667098e-05
0.025,-0.629447372786358,-0.000101860560274462
0.03,-0.629447372786358,-0.000114623050297231
0.035,-0.629447372786358,-0.000116958205403556
0.04,-0.629447372786358,-0.000109455191884846
0.045,-0.629447372786358,-9.44303379897896e-05
0.05,-0.629447372786358,-7.54773562460582e-05
0.055,-0.629447372786358,-5.66689711625642e-05
0.06,-0.629447372786358,-4.18854961686714e-05
0.065,-0.629447372786358,-3.38210787537839e-05
0.07,-0.629447372786358,-3.35820588671499e-05
0.075,-0.629447372786358,-4.04719276225556e-05
0.08,-0.629447372786358,-5.23331366424981e-05
0.085,-0.629447372786358,-6.61667103563679e-05
0.09,-0.629447372786358,-7.89409104719074e-05
0.095,-0.629447372786358,-8.81400539726904e-05
0.1,-0.629447372786358,-9.23210263661082e-05
0.105,-0.629447372786358,-9.11317407448472e-05
0.11,-0.629447372786358,-8.53211954587521e-05
0.115,-0.629447372786358,-7.64605308359858e-05
0.12,-0.629447372786358,-6.66067105557128e-05
0.125,-0.629447372786358,-5.78239973678997e-05
0.13,-0.629447372786358,-5.18575650813816e-05
0.135,-0.629447372786358,-4.96480544979159e-05
0.14,-0.629447372786358,-5.13172623785027e-05
0.145,-0.629447372786358,-5.61399194485036e-05
0.15,-0.629447372786358,-6.28117847639421e-05
0.155,-0.629447372786358,-6.97699802665251e-05
0.16,-0.629447372786358,-7.55820673687034e-05
0.165,-0.629447372786358,-7.91547216762124e-05
0.17,-0.629447372786358,-8.00162726839529e-05
0.175,-0.629447372786358,-7.82332533496726e-05
0.18,-0.629447372786358,-7.4424153466418e-05
0.185,-0.629447372786358,-6.95447076726161e-05
0.19,-0.629447372786358,-6.46748722591556e-05
0.195,-0.629447372786358,-6.08173437463353e-05
0.2,-0.629447372786358,-5.86560014558444e-05
0.205,-0.629447372786358,-5.84881261939471e-05
0.21,-0.629447372786358,-6.01489222974592e-05
0.215,-0.629447372786358,-6.31270402442052e-05
0.22,-0.629447372786358,-6.66793955808085e-05
0.225,-0.629447372786358,-7.00278389022337e-05
0.23,-0.629447372786358,-7.25086749750351e-05
0.235,-0.629447372786358,-7.36958203426005e-05
0.24,-0.629447372786358,-7.34875676527562e-05
0.245,-0.629447372786358,-7.20411946102197e-05
0.25,-0.629447372786358,-6.97809231163295e-05
0.255,-0.629447372786358,-6.72382399497335e-05
0.26,-0.629447372786358,-6.49503426797327e-05
0.265,-0.629447372786358,-6.33728261993678e-05
0.27,-0.629447372786358,-6.27500269850485e-05
0.275,-0.629447372786358,-6.31253532903383e-05
0.28,-0.629447372786358,-6.43241655530636e-05
0.285,-0.629447372786358,-6.60211665575694e-05
0.29,-0.629447372786358,-6.78246891046423e-05
0.295,-0.629447372786358,-6.93532255413604e-05
0.3,-0.629447372786358,-7.03224671773009e-05
0.305,-0.629447372786358,-7.05930789326301e-05
0.31,-0.629447372786358,-7.01690745766718e-05
0.315,-0.629447372786358,-6.92103493594545e-05
0.32,-0.629447372786358,-6.79586919116243e-05
0.325,-0.629447372786358,-6.66955108438789e-05
0.33,-0.629447372786358,-6.56837401068027e-05
0.335,-0.629447372786358,-6.51038810688436e-05
0.34,-0.629447372786358,-6.50318736651071e-05
0.345,-0.629447372786358,-6.54350710403673e-05
0.35,0.811583874151238,-6.03328610785254e-05
0.355,0.811583874151238,-2.94299179675654e-05
0.36,0.811583874151238,2.40665710219511e-05
0.365,0.811583874151238,8.54790968398276e-05
0.37,0.811583874151238,0.00013822406087412
0.375,0.811583874151238,0.000167855099051093
0.38,0.811583874151238,0.000167576600788238
0.385,0.811583874151238,0.000140345645428105
0.39,0.811583874151238,9.70691599224567e-05
0.395,0.811583874151238,5.18501072692238e-05
0.4,0.746026367412988,1.68233288696735e-05
0.405,0.746026367412988,-1.21472079711796e-06
0.41,0.746026367412988,1.424243127357e-07
0.415,0.746026367412988,1.87063125656305e-05
0.42,0.746026367412988,4.8415364332301e-05
0.425,0.746026367412988,8.07852779727053e-05
0.43,0.746026367412988,0.000107037837639214
0.435,0.746026367412988,0.000120423062322218
0.44,0.746026367412988,0.000118369219418227
0.445,0.746026367412988,0.000102922090380141
0.45,0.826751712278039,8.00402405856354e-05
0.455,0.826751712278039,5.80939157219492e-05
0.46,0.826751712278039,4.31366093585428e-05
0.465,0.826751712278039,3.83701172212406e-05
0.47,0.826751712278039,4.40026235091931e-05
0.475,0.826751712278039,5.76359456882309e-05
0.48,0.826751712278039,7.49786059507848e-05
0.485,0.826751712278039,9.11031523290422e-05
0.49,0.826751712278039,0.000101697312437058
0.495,0.826751712278039,0.000104355201317149
0.5,-0.264718492450819,9.46312557061813e-05
0.505,-0.264718492450819,5.96244580929613e-05
0.51,-0.264718492450819,6.97040778808315e-06
0.515,-0.264718492450819,-4.85860017051615e-05
